claim_id,status,policy_foreign_key,adjuster_foreign_key
238948,pending,710103,Adam Tomaszewski
295477,resolved,367851,Gabriel Pietrzak
999485,pending,975655,Eryk Lewandowski
926288,resolved,970229,Kazimierz Wiśniewski
462494,pending,462537,Nina Jankowska
728880,pending,870738,Natalia Jankowska
839657,resolved,734413,Mateusz Zalewski
951548,pending,835008,Natalia Mazur
228655,resolved,115270,Czesława Kozłowska
724367,pending,602647,Marianna Stępień
126903,resolved,775268,Dawid Jaworski
748885,pending,321256,Julia Michalska
788016,pending,179354,Hubert Kwiatkowski
225594,pending,368130,Marian Jankowski
142783,resolved,745931,Damian Wojciechowski
281251,resolved,507768,Julia Michalska
881079,resolved,441751,Celina Tomaszewska
980391,pending,819022,Ignacy Wiśniewski
641134,resolved,285917,Damian Nowak
799380,pending,714676,Joanna Zalewska
682354,pending,121671,Jadwiga Kozłowska
566065,pending,572631,Natalia Mazur
110265,pending,682924,Edward Szymański
792045,pending,919875,Nina Jankowska
125653,resolved,268510,Barbara Grabowska
290478,pending,775134,Błażej Wójcik
488137,resolved,648536,Krzysztof Pawlak
719849,pending,888258,Edyta Rutkowska
947787,pending,711387,Joanna Zalewska
973743,resolved,396468,Hanna Kozłowska
804137,pending,707923,Amelia Nowak
164267,resolved,356415,Joanna Jankowska
422587,pending,781003,Dagmara Ostrowska
327169,resolved,710103,Błażej Wójcik
662548,pending,688130,Edyta Rutkowska
864045,pending,181875,Damian Wojciechowski
150043,resolved,386484,Dawid Jaworski
764742,resolved,676334,Lidia Witkowska
528223,pending,703511,Edward Szymański
458730,resolved,848315,Jadwiga Kozłowska
673864,resolved,326435,Edyta Rutkowska
927073,resolved,675122,Izabela Olszewska
410512,resolved,749800,Ignacy Wiśniewski
961250,pending,454037,Eryk Lewandowski
852438,resolved,325815,Damian Nowak
588066,pending,676901,Jadwiga Kozłowska
740080,resolved,412267,Edyta Rutkowska
720705,pending,877559,Izabela Kowalczyk
112546,resolved,787207,Hanna Wróbel
931823,resolved,681362,Helena Górska
976510,pending,288535,Krzysztof Pawlak
745321,pending,590492,Mateusz Zalewski
432997,resolved,655101,Amelia Nowak
774789,pending,504335,Joanna Zalewska
341219,resolved,177157,Gabriel Pietrzak
878057,pending,512282,Krystyna Wróblewska
858460,resolved,333657,Izabela Kowalczyk
858430,pending,213665,Kajetan Wiśniewski
680023,pending,892475,Joanna Zalewska
242638,resolved,854341,Gabriel Pietrzak
597608,resolved,464099,Krystyna Wróblewska
580153,resolved,689473,Kazimierz Wróblewski
764463,resolved,985667,Dawid Jaworski
908718,resolved,706886,Natalia Jankowska
303478,resolved,633614,Marek Szewczyk
372996,resolved,835755,Eryk Lewandowski
224407,pending,904244,Nina Jankowska
923367,pending,496037,Dagmara Ostrowska
918463,pending,939694,Marek Szewczyk
611393,resolved,576834,Arkadiusz Król
605289,resolved,461203,Kamila Lewandowska
613786,resolved,748946,Edward Szymański
147609,pending,299389,Krystyna Pawlak
365912,pending,369387,Dominik Dudek
699369,pending,856494,Edyta Rutkowska
115725,resolved,749800,Mariusz Kamiński
325326,resolved,301516,Edward Szymański
464103,resolved,226838,Lidia Witkowska
746023,resolved,694889,Jadwiga Kozłowska
311696,resolved,674277,Gabriel Pietrzak
681411,pending,856894,Helena Górska
109251,resolved,556711,Hubert Kwiatkowski
815855,resolved,682444,Hubert Kwiatkowski
690890,resolved,992721,Ignacy Malinowski
994679,resolved,819248,Marian Jankowski
366942,pending,915255,Helena Górska
461202,resolved,347580,Daniel Król
673652,resolved,462818,Natalia Jankowska
452101,pending,714676,Natalia Mazur
607764,resolved,443605,Hanna Wróbel
266621,resolved,668629,Ignacy Wiśniewski
603841,pending,942515,Jadwiga Kozłowska
373490,pending,120351,Błażej Wójcik
945769,pending,532728,Ignacy Wiśniewski
409857,pending,219576,Eryk Górski
460689,pending,525568,Arkadiusz Król
460490,resolved,970540,Kamila Lewandowska
497768,resolved,399055,Barbara Grabowska
913708,resolved,646916,Ignacy Wiśniewski
157842,pending,464099,Krystyna Pawlak
269409,pending,663165,Amelia Nowak
833098,pending,399055,Marian Jankowski
325214,resolved,415027,Joanna Zalewska
633604,pending,718986,Kazimierz Wróblewski
827414,pending,934464,Izabela Kowalczyk
599574,resolved,433055,Justyna Szymańska
829448,pending,762214,Eryk Górski
515244,pending,973759,Ignacy Malinowski
750128,resolved,799552,Ignacy Wiśniewski
465004,pending,175995,Joanna Jankowska
348303,resolved,431999,Mariusz Kamiński
442489,pending,279627,Natalia Jankowska
684770,pending,160368,Nina Jankowska
346183,resolved,463730,Helena Górska
336916,pending,983132,Justyna Szymańska
118246,resolved,304162,Emilia Jabłońska
853641,resolved,774807,Czesława Kozłowska
247526,resolved,613024,Natalia Wróblewska
131610,resolved,216097,Mariusz Kamiński
316499,resolved,453009,Gabriel Pietrzak
664838,resolved,152624,Edward Szymański
596764,resolved,492502,Joanna Zalewska
965815,pending,831373,Ignacy Malinowski
620209,resolved,701358,Hanna Wróbel
473665,resolved,614648,Izabela Kowalczyk
472852,pending,979446,Edward Szymański
793200,pending,839904,Izabela Kowalczyk
485891,pending,828369,Hanna Wróbel
140461,resolved,957392,Amelia Nowak
451160,pending,227993,Ignacy Wiśniewski
412176,pending,554840,Natalia Wróblewska
914071,pending,944730,Amelia Nowak
969445,pending,544900,Lidia Witkowska
299312,pending,651036,Justyna Szymańska
600724,pending,398635,Dominik Dudek
958878,resolved,785422,Marian Jankowski
223612,pending,623923,Barbara Grabowska
214966,resolved,805714,Ignacy Malinowski
718519,resolved,515137,Hubert Kwiatkowski
435209,resolved,487569,Hanna Wróbel
681434,resolved,235733,Ignacy Malinowski
818168,resolved,595826,Arkadiusz Król
486164,resolved,698393,Emilia Jabłońska
120749,resolved,901202,Eryk Górski
793233,pending,528179,Lidia Witkowska
438982,resolved,655415,Edward Szymański
302014,pending,933568,Damian Nowak
626557,pending,781095,Dagmara Ostrowska
256114,pending,586919,Julia Michalska
464867,resolved,579090,Izabela Olszewska
420207,resolved,238410,Lidia Witkowska
892068,resolved,449663,Arkadiusz Król
672315,resolved,850559,Krystyna Pawlak
977791,resolved,321256,Krystyna Wróblewska
645984,pending,848381,Julia Michalska
382300,resolved,748668,Joanna Zalewska
806879,resolved,331857,Damian Nowak
968704,resolved,748957,Edyta Rutkowska
803245,pending,353743,Eryk Lewandowski
177840,resolved,844459,Celina Tomaszewska
757414,pending,685930,Dagmara Ostrowska
865213,resolved,468247,Daniel Król
636250,resolved,299389,Czesława Kozłowska
901443,resolved,399055,Joanna Jankowska
556505,resolved,356565,Daniel Król
106494,pending,458138,Ignacy Wiśniewski
763856,pending,435543,Hubert Kwiatkowski
112225,pending,270590,Kazimierz Wiśniewski
115212,pending,676334,Julia Michalska
711707,pending,221947,Dominik Dudek
582245,resolved,318986,Dawid Jaworski
849304,resolved,957294,Damian Wojciechowski
997263,pending,724690,Natalia Mazur
505566,pending,346254,Edward Szymański
889789,pending,393045,Krystyna Pawlak
241108,pending,116075,Celina Tomaszewska
330014,resolved,886312,Błażej Wójcik
272389,resolved,985667,Hanna Wróbel
838605,pending,503987,Justyna Szymańska
255217,pending,442186,Joanna Zalewska
502937,resolved,731093,Nina Jankowska
689131,pending,193936,Eryk Górski
611871,resolved,823716,Krystyna Pawlak
540370,resolved,746975,Joanna Zalewska
957711,resolved,641877,Amelia Nowak
834811,resolved,836209,Edward Szymański
810966,resolved,775842,Krystyna Pawlak
962973,pending,605941,Eryk Górski
212978,resolved,724211,Barbara Grabowska
569465,pending,599861,Ignacy Malinowski
324595,resolved,357263,Krystyna Pawlak
270866,resolved,969164,Eryk Lewandowski
703099,resolved,819248,Natalia Jankowska
872534,resolved,842277,Hanna Kozłowska
802714,resolved,365293,Marek Szewczyk
195104,resolved,154719,Joanna Zalewska
624153,pending,431505,Eryk Lewandowski
968514,pending,373947,Damian Wojciechowski
242042,resolved,624542,Edyta Rutkowska
368184,pending,159125,Dagmara Ostrowska
289837,resolved,459736,Krzysztof Pawlak
244799,pending,691642,Mariusz Kamiński
775201,resolved,283609,Celina Tomaszewska
547227,pending,856494,Emilia Jabłońska
291586,pending,120013,Hubert Kwiatkowski
950473,pending,787793,Mateusz Zalewski
190576,resolved,896479,Amelia Nowak
222740,resolved,630181,Izabela Kowalczyk
417561,pending,242562,Izabela Olszewska
881888,pending,176253,Mateusz Zalewski
795839,resolved,865253,Joanna Jankowska
429101,resolved,296352,Joanna Zalewska
964898,resolved,366147,Mateusz Zalewski
257354,resolved,694385,Izabela Kowalczyk
269332,pending,812764,Julia Michalska
581070,resolved,690237,Helena Górska
609235,pending,124795,Eryk Lewandowski
707925,resolved,349067,Damian Wojciechowski
817689,pending,313365,Karol Kowalski
639716,resolved,428476,Błażej Wójcik
478306,resolved,372542,Joanna Jankowska
554404,resolved,624512,Izabela Olszewska
995217,pending,697001,Izabela Kowalczyk
501224,pending,306086,Krystyna Pawlak
315702,resolved,634982,Barbara Grabowska
712498,resolved,528958,Julia Michalska
243368,resolved,669640,Krystyna Pawlak
593986,resolved,739111,Nina Jankowska
870546,resolved,371951,Marek Szewczyk
667247,resolved,257451,Dawid Jaworski
324151,pending,663331,Damian Nowak
884165,pending,509905,Kajetan Wiśniewski
965334,resolved,641826,Natalia Jankowska
477816,pending,346254,Julia Michalska
963907,resolved,503267,Helena Górska
357836,resolved,829179,Emilia Jabłońska
197075,resolved,700989,Dawid Jaworski
956836,pending,983132,Dagmara Ostrowska
705904,resolved,403251,Ignacy Malinowski
827842,pending,199067,Natalia Wróblewska
678503,pending,896025,Dagmara Ostrowska
638606,resolved,400093,Joanna Zalewska
256128,pending,157886,Joanna Zalewska
371257,pending,620691,Daniel Król
780945,resolved,419928,Czesława Kozłowska
111113,resolved,430931,Izabela Kowalczyk
518312,pending,787793,Joanna Jankowska
832679,resolved,829179,Hanna Wróbel
799562,pending,677797,Joanna Jankowska
267384,pending,448756,Edward Szymański
217732,resolved,945934,Kazimierz Wiśniewski
435951,pending,268444,Gabriel Pietrzak
196344,resolved,775742,Ignacy Malinowski
910140,resolved,929349,Jadwiga Kozłowska
994770,resolved,251881,Marek Szewczyk
242071,resolved,816646,Daniel Król
456782,resolved,355746,Joanna Jankowska
118478,resolved,371324,Ignacy Malinowski
189770,resolved,509905,Mariusz Kamiński
397240,pending,274024,Natalia Wróblewska
913365,resolved,579633,Marek Szewczyk
503259,pending,146782,Hubert Kwiatkowski
374851,resolved,338996,Arkadiusz Król
474349,pending,845720,Ignacy Wiśniewski
680014,pending,177157,Joanna Jankowska
542664,pending,432880,Dawid Jaworski
743731,pending,237068,Czesława Kozłowska
957322,resolved,694889,Natalia Jankowska
592549,pending,356565,Julia Michalska
101302,pending,150880,Joanna Jankowska
835235,resolved,459808,Hubert Kwiatkowski
699298,pending,216883,Amelia Nowak
366643,resolved,902156,Krystyna Pawlak
402819,resolved,734413,Celina Tomaszewska
997685,resolved,470219,Marian Jankowski
463237,pending,576834,Emilia Jabłońska
715458,pending,804153,Kamila Lewandowska
597130,pending,856894,Amelia Nowak
697143,pending,254446,Krystyna Pawlak
223613,resolved,701358,Marek Szewczyk
871218,resolved,745931,Ignacy Wiśniewski
580659,resolved,933568,Eryk Górski
894391,resolved,511559,Amelia Nowak
670492,resolved,459409,Gabriel Pietrzak
599514,pending,937424,Karol Kowalski
489359,resolved,146456,Edward Szymański
396795,resolved,134540,Gabriel Pietrzak
444616,resolved,641877,Krystyna Pawlak
144440,resolved,503987,Emilia Jabłońska
496297,pending,858133,Dominik Dudek
928965,pending,260211,Natalia Mazur
660167,pending,373947,Julia Michalska
110100,pending,393333,Eryk Górski
560913,resolved,585495,Krystyna Wróblewska
651883,pending,915718,Nina Jankowska
384881,resolved,205504,Dagmara Ostrowska
559724,resolved,620691,Damian Nowak
452059,pending,524030,Hanna Kozłowska
644212,resolved,854772,Kajetan Wiśniewski
859334,resolved,869890,Dagmara Ostrowska
446331,resolved,450126,Nina Jankowska
659880,pending,611437,Daniel Król
309301,resolved,919744,Nina Jankowska
644603,pending,891470,Karol Kowalski
514099,resolved,556711,Krystyna Wróblewska
174956,resolved,267816,Julia Michalska
887567,resolved,196433,Joanna Jankowska
983086,pending,743279,Emilia Jabłońska
702809,pending,957972,Helena Górska
463195,pending,465001,Krystyna Wróblewska
288857,pending,734259,Emilia Jabłońska
926345,resolved,167602,Marianna Stępień
219102,pending,732681,Hanna Wróbel
584876,pending,603519,Natalia Jankowska
949682,pending,489761,Ignacy Malinowski
914604,resolved,434326,Mateusz Zalewski
105708,resolved,726381,Damian Wojciechowski
612835,pending,488676,Damian Nowak
616758,resolved,690237,Barbara Grabowska
757698,pending,616327,Adam Tomaszewski
636059,resolved,235733,Błażej Wójcik
308279,pending,853022,Dawid Jaworski
537423,resolved,445046,Eryk Górski
733774,pending,257451,Mateusz Zalewski
481799,pending,465001,Mateusz Zalewski
365490,pending,412334,Amelia Nowak
648530,resolved,373947,Krystyna Wróblewska
211265,resolved,660920,Izabela Olszewska
944308,resolved,235733,Helena Górska
906740,pending,962430,Czesława Kozłowska
724477,resolved,813478,Julia Michalska
910596,resolved,466248,Natalia Wróblewska
926284,resolved,856564,Eryk Lewandowski
990983,pending,576083,Edyta Rutkowska
700890,resolved,973499,Justyna Szymańska
687489,resolved,477194,Hubert Kwiatkowski
331434,resolved,122744,Edyta Rutkowska
323251,resolved,650735,Hanna Kozłowska
552049,pending,435584,Mariusz Kamiński
488302,resolved,838474,Kamila Lewandowska
902175,pending,599087,Kazimierz Wiśniewski
121420,pending,114458,Mariusz Kamiński
669863,pending,261286,Kamila Lewandowska
639807,resolved,911530,Damian Wojciechowski
718243,pending,554840,Eryk Górski
540766,resolved,438128,Adam Tomaszewski
725854,resolved,555582,Emilia Jabłońska
870652,pending,693348,Natalia Wróblewska
822482,pending,353772,Błażej Wójcik
463925,pending,500408,Joanna Zalewska
174023,resolved,792385,Hubert Kwiatkowski
728177,resolved,686762,Marianna Stępień
125715,resolved,615029,Damian Nowak
133836,pending,660636,Helena Górska
944613,resolved,936444,Daniel Król
818631,pending,238410,Krystyna Wróblewska
993605,resolved,346746,Dominik Dudek
304282,resolved,891470,Celina Tomaszewska
456139,resolved,372542,Barbara Grabowska
867655,pending,710633,Nina Jankowska
143342,pending,800279,Kajetan Wiśniewski
860372,pending,387649,Celina Tomaszewska
210721,pending,816623,Błażej Wójcik
994250,resolved,297927,Adam Tomaszewski
331369,pending,818951,Krystyna Wróblewska
242737,resolved,704778,Julia Michalska
299957,resolved,389939,Krystyna Wróblewska
735618,resolved,710103,Dominik Dudek
497242,resolved,583184,Celina Tomaszewska
750428,pending,277536,Krystyna Pawlak
415668,pending,613286,Edyta Rutkowska
930386,pending,648845,Celina Tomaszewska
313464,resolved,421303,Kajetan Wiśniewski
512268,pending,930883,Celina Tomaszewska
873280,pending,453009,Joanna Zalewska
966933,resolved,914812,Damian Wojciechowski
712058,resolved,890604,Damian Wojciechowski
795569,pending,485282,Damian Nowak
258888,resolved,550190,Ignacy Malinowski
966585,pending,338996,Damian Nowak
134819,pending,525568,Daniel Król
787225,resolved,571341,Ignacy Wiśniewski
636022,resolved,696774,Dawid Jaworski
971398,pending,906778,Damian Nowak
862513,pending,283609,Błażej Wójcik
797343,resolved,624051,Joanna Jankowska
817805,pending,122022,Gabriel Pietrzak
141395,resolved,433055,Izabela Kowalczyk
378227,pending,495723,Natalia Wróblewska
184859,resolved,768709,Marian Jankowski
408715,resolved,386484,Jadwiga Kozłowska
335192,resolved,240785,Adam Tomaszewski
222606,pending,474340,Kajetan Wiśniewski
241667,resolved,572783,Natalia Wróblewska
363521,pending,702749,Emilia Jabłońska
716518,pending,649386,Eryk Górski
296176,resolved,344562,Karol Kowalski
516103,resolved,511304,Eryk Lewandowski
504653,pending,760260,Natalia Wróblewska
465900,pending,528213,Kazimierz Wróblewski
463298,pending,379953,Damian Nowak
103026,pending,258103,Ignacy Malinowski
798611,pending,712912,Ignacy Malinowski
894420,pending,188803,Mateusz Zalewski
621404,pending,429137,Ignacy Malinowski
335603,pending,624542,Jadwiga Kozłowska
193113,pending,265936,Eryk Lewandowski
948648,pending,768810,Nina Jankowska
197801,resolved,940815,Hanna Kozłowska
860048,pending,454927,Czesława Kozłowska
768155,resolved,549483,Lidia Witkowska
392063,pending,424966,Błażej Wójcik
142103,pending,816646,Natalia Wróblewska
800991,resolved,909860,Kazimierz Wróblewski
230298,resolved,435584,Hanna Wróbel
845168,resolved,435337,Izabela Kowalczyk
605244,resolved,701358,Hubert Kwiatkowski
850498,resolved,983162,Karol Kowalski
978971,resolved,928688,Karol Kowalski
606104,resolved,603099,Mateusz Zalewski
676516,resolved,355568,Nina Jankowska
556888,pending,290401,Dominik Dudek
622488,pending,446294,Marek Szewczyk
817344,resolved,500103,Kamila Lewandowska
926054,resolved,983860,Ignacy Malinowski
869238,resolved,245255,Krzysztof Pawlak
495150,pending,556711,Damian Wojciechowski
569282,resolved,925410,Hanna Wróbel
675377,resolved,800144,Gabriel Pietrzak
795886,resolved,428476,Adam Tomaszewski
560320,resolved,462537,Lidia Witkowska
319095,resolved,205192,Nina Jankowska
997579,pending,725327,Ignacy Malinowski
383238,resolved,226838,Nina Jankowska
536572,pending,491414,Damian Nowak
790366,resolved,564327,Dominik Dudek
903516,resolved,292151,Natalia Jankowska
452272,pending,701190,Justyna Szymańska
659411,resolved,335349,Barbara Grabowska
132532,pending,123255,Emilia Jabłońska
310937,pending,856564,Eryk Górski
191588,resolved,459808,Izabela Kowalczyk
554608,pending,867781,Natalia Jankowska
266742,pending,124273,Jadwiga Kozłowska
107973,pending,771099,Ignacy Malinowski
320434,resolved,269958,Nina Jankowska
757879,resolved,177157,Daniel Król
696902,pending,435584,Natalia Jankowska
636662,resolved,985667,Marek Szewczyk
717511,resolved,746975,Marian Jankowski
922678,pending,711131,Barbara Grabowska
418240,pending,298897,Hanna Kozłowska
334408,pending,620691,Natalia Wróblewska
384896,pending,527421,Izabela Olszewska
703377,resolved,667087,Jadwiga Kozłowska
212843,pending,383632,Mateusz Zalewski
986165,pending,813587,Daniel Król
421142,pending,234910,Barbara Grabowska
440928,resolved,556711,Edyta Rutkowska
583833,resolved,341685,Arkadiusz Król
665933,pending,226027,Krzysztof Pawlak
482089,pending,796388,Hubert Kwiatkowski
117513,resolved,780168,Julia Michalska
404777,resolved,177229,Barbara Grabowska
168030,resolved,327921,Adam Tomaszewski
274889,resolved,602427,Dominik Dudek
833145,resolved,321906,Marek Szewczyk
851177,resolved,261286,Daniel Król
447906,pending,575005,Dominik Dudek
845228,pending,355568,Dagmara Ostrowska
330803,pending,318123,Jadwiga Kozłowska
294544,pending,472647,Lidia Witkowska
696452,pending,542238,Dominik Dudek
879202,pending,560154,Dawid Jaworski
810786,resolved,170134,Nina Jankowska
504451,resolved,979658,Justyna Szymańska
414143,pending,423533,Krystyna Wróblewska
322895,pending,160368,Eryk Lewandowski
385663,resolved,356523,Marianna Stępień
790109,pending,642622,Hanna Kozłowska
281787,resolved,195122,Adam Tomaszewski
582219,resolved,712912,Krystyna Pawlak
479225,pending,598555,Kajetan Wiśniewski
774735,resolved,704103,Krzysztof Pawlak
867969,pending,598606,Kamila Lewandowska
737751,pending,874257,Ignacy Wiśniewski
529656,resolved,668203,Emilia Jabłońska
726524,pending,579090,Kazimierz Wiśniewski
672088,pending,161478,Barbara Grabowska
922203,resolved,350986,Lidia Witkowska
181364,pending,495558,Mariusz Kamiński
128959,pending,684717,Kazimierz Wróblewski
118114,pending,979751,Błażej Wójcik
117606,resolved,596457,Krystyna Wróblewska
288492,pending,192888,Karol Kowalski
938360,resolved,972541,Joanna Zalewska
381241,resolved,793955,Lidia Witkowska
505715,resolved,577682,Barbara Grabowska
749176,resolved,275196,Damian Wojciechowski
782960,pending,575205,Damian Wojciechowski
113692,pending,799552,Damian Wojciechowski
829790,pending,412785,Damian Nowak
801147,pending,781122,Julia Michalska
629116,resolved,572054,Lidia Witkowska
536613,pending,400605,Dagmara Ostrowska
520841,resolved,939694,Kazimierz Wróblewski
967530,pending,307769,Adam Tomaszewski
690462,resolved,807500,Joanna Zalewska
668461,pending,128379,Izabela Kowalczyk
670908,resolved,643919,Celina Tomaszewska
430466,pending,342505,Mateusz Zalewski
234875,pending,932263,Kazimierz Wróblewski
888626,pending,997257,Julia Michalska
155485,pending,855259,Hanna Kozłowska
744885,resolved,292915,Daniel Król
621067,resolved,760797,Marian Jankowski
881953,resolved,749620,Dagmara Ostrowska
562514,resolved,641877,Eryk Lewandowski
173541,resolved,248141,Mateusz Zalewski
513920,resolved,486749,Nina Jankowska
770793,pending,749114,Dawid Jaworski
725079,pending,196433,Amelia Nowak
564117,pending,973492,Eryk Lewandowski
158422,pending,480838,Gabriel Pietrzak
139040,resolved,982816,Adam Tomaszewski
339991,pending,550427,Hanna Kozłowska
896617,resolved,347222,Kazimierz Wróblewski
572967,pending,220134,Jadwiga Kozłowska
366408,resolved,887966,Lidia Witkowska
971202,pending,777108,Edward Szymański
303068,resolved,276312,Krystyna Pawlak
703072,resolved,691715,Marek Szewczyk
581647,resolved,412436,Krzysztof Pawlak
101498,resolved,541321,Dawid Jaworski
314515,resolved,229991,Daniel Król
988936,resolved,412436,Ignacy Wiśniewski
570824,pending,629212,Krystyna Wróblewska
947688,pending,778011,Eryk Górski
985802,pending,951377,Eryk Lewandowski
746044,pending,499229,Kazimierz Wróblewski
571391,resolved,974726,Hubert Kwiatkowski
844514,resolved,749002,Joanna Jankowska
980488,resolved,565480,Hubert Kwiatkowski
723947,pending,816045,Emilia Jabłońska
234027,resolved,993812,Joanna Jankowska
300158,pending,423533,Eryk Górski
281427,pending,424773,Nina Jankowska
212370,pending,230197,Dawid Jaworski
907287,pending,449663,Natalia Mazur
465325,pending,752193,Nina Jankowska
930494,pending,608485,Arkadiusz Król
903266,resolved,911530,Jadwiga Kozłowska
390958,resolved,668217,Eryk Lewandowski
195502,pending,350986,Mateusz Zalewski
922230,pending,258098,Kajetan Wiśniewski
800510,resolved,676901,Kajetan Wiśniewski
168147,pending,392152,Damian Wojciechowski
651588,resolved,917147,Nina Jankowska
549401,resolved,467379,Mariusz Kamiński
828248,pending,883499,Julia Michalska
953064,pending,760196,Celina Tomaszewska
321314,pending,201557,Karol Kowalski
999483,pending,552377,Dominik Dudek
545212,resolved,713176,Adam Tomaszewski
567389,pending,792394,Kamila Lewandowska
418934,resolved,543981,Helena Górska
869272,pending,498913,Celina Tomaszewska
822799,resolved,147419,Hanna Kozłowska
995793,pending,965442,Barbara Grabowska
158920,resolved,754343,Celina Tomaszewska
160505,pending,268695,Joanna Zalewska
496488,resolved,151034,Mariusz Kamiński
311522,resolved,871613,Karol Kowalski
675774,pending,710103,Eryk Lewandowski
393914,resolved,146782,Krzysztof Pawlak
643999,resolved,137840,Marianna Stępień
572066,pending,686762,Justyna Szymańska
559894,pending,645477,Kajetan Wiśniewski
971295,pending,968466,Marek Szewczyk
504250,pending,386505,Dawid Jaworski
506169,pending,395575,Ignacy Malinowski
425117,resolved,424909,Joanna Zalewska
288697,resolved,756392,Edyta Rutkowska
681775,pending,560154,Krystyna Wróblewska
374820,pending,992827,Amelia Nowak
430085,resolved,893488,Marian Jankowski
493677,resolved,365293,Eryk Górski
169626,pending,706533,Natalia Mazur
453785,resolved,456183,Kajetan Wiśniewski
863586,pending,707923,Jadwiga Kozłowska
164746,pending,939694,Mateusz Zalewski
987136,pending,296292,Celina Tomaszewska
376424,pending,156054,Edyta Rutkowska
664010,resolved,724211,Joanna Jankowska
310573,resolved,808912,Natalia Wróblewska
834434,resolved,909484,Edward Szymański
652230,resolved,568353,Krystyna Pawlak
912533,pending,713579,Dawid Jaworski
841250,pending,464099,Krzysztof Pawlak
139699,pending,230243,Natalia Mazur
734354,resolved,744486,Krzysztof Pawlak
793531,resolved,428476,Kajetan Wiśniewski
160766,resolved,533850,Jadwiga Kozłowska
628090,pending,615511,Mariusz Kamiński
995152,resolved,418329,Eryk Górski
624134,pending,448946,Kamila Lewandowska
168932,resolved,619171,Dagmara Ostrowska
827303,pending,170149,Jadwiga Kozłowska
390294,pending,417753,Edyta Rutkowska
401157,resolved,160631,Emilia Jabłońska
208944,pending,474340,Justyna Szymańska
969692,pending,714676,Izabela Olszewska
988660,pending,159125,Joanna Jankowska
268931,pending,957972,Damian Wojciechowski
652582,pending,869890,Izabela Olszewska
834325,pending,853022,Krzysztof Pawlak
995513,pending,161478,Izabela Kowalczyk
723379,resolved,823613,Mateusz Zalewski
920250,pending,424337,Lidia Witkowska
660176,resolved,813478,Izabela Kowalczyk
608568,pending,216718,Kajetan Wiśniewski
254993,resolved,178866,Hubert Kwiatkowski
191991,resolved,829857,Marek Szewczyk
482948,resolved,696774,Hanna Kozłowska
404308,resolved,983132,Amelia Nowak
842908,resolved,229178,Emilia Jabłońska
977155,pending,663165,Natalia Jankowska
631491,pending,185196,Julia Michalska
769090,resolved,400093,Hanna Wróbel
771550,resolved,356565,Marian Jankowski
591550,pending,956158,Kazimierz Wróblewski
386910,pending,408754,Emilia Jabłońska
380911,resolved,707923,Celina Tomaszewska
350167,resolved,131226,Marian Jankowski
691568,resolved,996350,Justyna Szymańska
359124,pending,398635,Gabriel Pietrzak
304737,resolved,340957,Barbara Grabowska
169180,resolved,434326,Natalia Jankowska
339107,pending,540788,Daniel Król
918778,resolved,560154,Kamila Lewandowska
460640,resolved,387548,Dawid Jaworski
137763,resolved,242708,Marian Jankowski
639394,pending,523093,Dominik Dudek
384988,pending,594947,Julia Michalska
231400,resolved,259923,Kajetan Wiśniewski
903120,pending,113131,Marianna Stępień
670364,pending,522573,Emilia Jabłońska
211702,resolved,368840,Helena Górska
822657,pending,400944,Kamila Lewandowska
882642,pending,602647,Edward Szymański
953167,pending,893488,Dawid Jaworski
402591,pending,396468,Mateusz Zalewski
886943,pending,453061,Marianna Stępień
526699,resolved,353743,Amelia Nowak
303909,pending,806825,Natalia Wróblewska
316878,pending,719283,Jadwiga Kozłowska
474729,pending,454037,Hubert Kwiatkowski
933002,pending,839024,Damian Nowak
258894,pending,520058,Izabela Kowalczyk
135197,pending,157214,Joanna Zalewska
916047,pending,421303,Celina Tomaszewska
775050,resolved,800253,Jadwiga Kozłowska
170869,resolved,570809,Hanna Wróbel
625493,resolved,806167,Helena Górska
411519,resolved,892478,Eryk Górski
937635,resolved,588155,Hubert Kwiatkowski
920351,resolved,992721,Marian Jankowski
900898,pending,336810,Emilia Jabłońska
798101,resolved,692485,Eryk Lewandowski
247051,pending,259663,Gabriel Pietrzak
236672,resolved,572783,Kazimierz Wiśniewski
589653,pending,940815,Natalia Wróblewska
401474,resolved,154651,Błażej Wójcik
512817,pending,181947,Krystyna Pawlak
280307,pending,704681,Justyna Szymańska
425637,pending,612208,Marianna Stępień
916593,resolved,139080,Czesława Kozłowska
508515,resolved,537213,Krystyna Pawlak
656046,resolved,713579,Krzysztof Pawlak
317263,pending,580252,Nina Jankowska
328530,pending,267810,Natalia Mazur
722284,pending,356415,Hanna Wróbel
757871,pending,346342,Lidia Witkowska
748199,resolved,367190,Błażej Wójcik
605715,resolved,636989,Karol Kowalski
971756,resolved,222619,Gabriel Pietrzak
681054,pending,630062,Eryk Lewandowski
419939,resolved,321193,Karol Kowalski
661804,pending,136619,Czesława Kozłowska
747032,pending,693348,Izabela Olszewska
958974,pending,666574,Edward Szymański
369171,resolved,446294,Dawid Jaworski
261978,pending,274024,Natalia Mazur
169922,resolved,738995,Karol Kowalski
280830,pending,169912,Ignacy Malinowski
536298,resolved,837999,Kazimierz Wiśniewski
370566,pending,777250,Mateusz Zalewski
736991,resolved,896832,Krystyna Pawlak
543482,resolved,699205,Kazimierz Wróblewski
937844,pending,441046,Eryk Górski
377048,resolved,442980,Izabela Olszewska
